"47947666","10/22/2020 06:39:43 AM","10/22/2020 07:02:54 AM","New York City Police Department","Noise - Park","Loud Music/Party","11373","Closed","The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.","10/22/2020 07:02:56 AM","QUEENS","ONLINE","Elmhurst Park","QUEENS","(40.728856860492726, -73.88412138926896)"
"47948440","10/22/2020 12:46:33 PM","10/22/2020 01:52:47 PM","New York City Police Department","Noise - Park","Loud Music/Party","11234","Closed","The Police Department responded and upon arrival those responsible for the condition were gone.","10/22/2020 01:52:50 PM","BROOKLYN","ONLINE","Jacob Joffe Fields","BROOKLYN","(40.62596647996554, -73.91989227349639)"
"47948360","10/23/2020 01:20:42 AM","10/23/2020 03:32:38 AM","New York City Police Department","Noise - Park","Loud Talking","10009","Closed","The Police Department responded and upon arrival those responsible for the condition were gone.","10/23/2020 03:32:40 AM","MANHATTAN","ONLINE","Tompkins Square Park","MANHATTAN","(40.72716820472698, -73.98271083621445)"
"47950261","10/22/2020 11:07:32 PM","10/22/2020 11:25:03 PM","New York City Police Department","Noise - Park","Loud Music/Party","11214","Closed","The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.","10/22/2020 11:25:04 PM","BROOKLYN","ONLINE","Milestone Park","BROOKLYN","(40.60986049789185, -73.99953179428257)"
"47950383","10/22/2020 04:48:42 PM","10/22/2020 07:17:09 PM","New York City Police Department","Noise - Park","Loud Music/Party","11205","Closed","The Police Department responded to the complaint and took action to fix the condition.","10/22/2020 07:17:12 PM","BROOKLYN","ONLINE","Steuben Playground","BROOKLYN","(40.69744067481147, -73.96345722355842)"
"47950509","10/22/2020 02:28:46 AM","10/22/2020 03:20:11 AM","New York City Police Department","Noise - Park","Loud Talking","11101","Closed","The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.","10/22/2020 03:20:15 AM","QUEENS","ONLINE","Murray Playground","QUEENS","(40.747036012623994, -73.94968695231589)"
"47950982","10/22/2020 04:03:33 PM","10/22/2020 04:27:04 PM","New York City Police Department","Noise - Park","Loud Music/Party","11205","Closed","The Police Department responded to the complaint and took action to fix the condition.","10/22/2020 04:27:08 PM","BROOKLYN","PHONE","Commodore Barry Park","BROOKLYN","(40.696398523304126, -73.97751498613107)"
"47952246","10/22/2020 01:00:17 PM","10/22/2020 01:51:49 PM","New York City Police Department","Noise - Park","Loud Music/Party","11234","Closed","The Police Department responded and upon arrival those responsible for the condition were gone.","10/22/2020 01:51:50 PM","BROOKLYN","ONLINE","Jacob Joffe Fields","BROOKLYN","(40.62596647996554, -73.91989227349639)"
"47952247","10/22/2020 08:07:57 PM","10/22/2020 08:49:59 PM","New York City Police Department","Noise - Park","Loud Music/Party","11205","Closed","The Police Department responded to the complaint and took action to fix the condition.","10/22/2020 08:50:01 PM","BROOKLYN","ONLINE","Steuben Playground","BROOKLYN","(40.69744067481147, -73.96345722355842)"
"47952541","10/22/2020 11:13:55 PM","10/22/2020 11:18:50 PM","New York City Police Department","Noise - Park","Loud Music/Party","10035","Closed","The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.","10/22/2020 11:18:52 PM","MANHATTAN","ONLINE","Randall's Island Park","MANHATTAN","(40.79665494538755, -73.92382948464403)"
"47953574","10/23/2020 10:41:52 AM","10/23/2020 10:51:06 AM","New York City Police Department","Noise - Park","Loud Music/Party","11377","Closed","The Police Department reviewed your complaint and provided additional information below.","10/23/2020 10:51:11 AM","QUEENS","ONLINE","Windmuller Mini Pool","QUEENS","(40.747987718685344, -73.91193195121764)"
"47953719","10/23/2020 10:45:32 PM","10/24/2020 03:21:26 AM","New York City Police Department","Noise - Park","Loud Talking","11233","Closed","The Police Department reviewed your complaint and provided additional information below.","10/24/2020 03:21:34 AM","BROOKLYN","ONLINE","Decatur Playground","BROOKLYN","(40.68180039569171, -73.93679253927037)"
"47953991","10/23/2020 05:36:10 PM","10/23/2020 06:26:09 PM","New York City Police Department","Noise - Park","Loud Music/Party","10028","Closed","The Police Department responded to the complaint and determined that police action was not necessary.","10/23/2020 06:26:12 PM","MANHATTAN","ONLINE","Central Park","MANHATTAN","(40.77863290127972, -73.96254609596876)"
"47954593","10/23/2020 09:52:52 PM","10/23/2020 10:21:04 PM","New York City Police Department","Noise - Park","Loud Music/Party","10033","Closed","The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.","10/23/2020 10:21:06 PM","MANHATTAN","ONLINE","J. Hood Wright Park","MANHATTAN","(40.84547407167203, -73.94048629178738)"
"47954770","10/23/2020 11:39:46 PM","10/24/2020 12:14:56 AM","New York City Police Department","Noise - Park","Loud Talking","11229","Closed","The Police Department responded and upon arrival those responsible for the condition were gone.","10/24/2020 12:15:04 AM","BROOKLYN","ONLINE","Kelly Park Playground","BROOKLYN","(40.603295869003645, -73.95900001409144)"
"47954791","10/23/2020 11:13:25 PM","10/24/2020 03:45:36 AM","New York City Police Department","Noise - Park","Loud Music/Party","10468","Closed","The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.","10/24/2020 03:45:39 AM","BRONX","ONLINE","Devoe Park","BRONX","(40.86277257637668, -73.90554358725367)"
"47955074","10/23/2020 10:33:21 PM","10/23/2020 10:53:44 PM","New York City Police Department","Noise - Park","Loud Music/Party","10039","Closed","The Police Department responded to the complaint and took action to fix the condition.","10/23/2020 10:53:47 PM","MANHATTAN","ONLINE","Jackie Robinson Park","MANHATTAN","(40.82332554323123, -73.94305697510212)"
"47955890","10/23/2020 06:29:27 PM","10/23/2020 06:42:10 PM","New York City Police Department","Noise - Park","Loud Music/Party","10039","Closed","The Police Department responded to the complaint and took action to fix the condition.","10/23/2020 06:42:13 PM","MANHATTAN","ONLINE","Jackie Robinson Park","MANHATTAN","(40.82332554323123, -73.94305697510212)"
"47955986","10/23/2020 06:48:15 PM","10/23/2020 07:07:17 PM","New York City Police Department","Noise - Park","Loud Music/Party","11370","Closed","The Police Department reviewed your complaint and provided additional information below.","10/23/2020 07:07:20 PM","QUEENS","ONLINE","Gorman Playground","QUEENS","(40.76144276705305, -73.88433182126218)"
"47956316","10/23/2020 11:17:47 PM","10/23/2020 11:23:42 PM","New York City Police Department","Noise - Park","Loud Music/Party","10033","Closed","The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.","10/23/2020 11:23:44 PM","MANHATTAN","ONLINE","J. Hood Wright Park","MANHATTAN","(40.84547407167203, -73.94048629178738)"
"47956533","10/23/2020 11:18:16 PM","10/24/2020 02:09:30 AM","New York City Police Department","Noise - Park","Loud Music/Party","11004","Closed","The Police Department responded to the complaint and took action to fix the condition.","10/24/2020 02:09:37 AM","QUEENS","PHONE","Hillside Playground","QUEENS","(40.74174827087708, -73.71386833776103)"
"47957200","10/23/2020 11:54:52 PM","10/24/2020 12:20:53 AM","New York City Police Department","Noise - Park","Loud Music/Party","10026","Closed","The Police Department responded to the complaint and took action to fix the condition.","10/24/2020 12:21:00 AM","MANHATTAN","ONLINE","Morningside Park","MANHATTAN","(40.80577962325473, -73.95843821630783)"
"47957201","10/23/2020 06:45:34 PM","10/23/2020 07:17:41 PM","New York City Police Department","Noise - Park","Loud Music/Party","11370","Closed","The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.","10/23/2020 07:17:43 PM","QUEENS","ONLINE","Gorman Playground","QUEENS","(40.76144276705305, -73.88433182126218)"
"47957409","10/24/2020 01:05:20 AM","10/24/2020 02:08:44 AM","New York City Police Department","Noise - Park","Loud Talking","11004","Closed","The Police Department responded to the complaint and took action to fix the condition.","10/24/2020 02:08:47 AM","QUEENS","PHONE","Hillside Playground","QUEENS","(40.74174827087708, -73.71386833776103)"
"47957610","10/24/2020 12:02:04 AM","10/24/2020 01:21:06 AM","New York City Police Department","Noise - Park","Loud Music/Party","10033","Closed","The Police Department responded to the complaint and took action to fix the condition.","10/24/2020 01:21:11 AM","MANHATTAN","ONLINE","J. Hood Wright Park","MANHATTAN","(40.84547407167203, -73.94048629178738)"
"47957612","10/23/2020 10:39:38 PM","10/23/2020 11:14:21 PM","New York City Police Department","Noise - Park","Loud Talking","11004","Closed","The Police Department responded to the complaint and took action to fix the condition.","10/23/2020 11:14:25 PM","QUEENS","PHONE","Hillside Playground","QUEENS","(40.74174827087708, -73.71386833776103)"
"47958604","10/23/2020 11:46:05 PM","10/24/2020 01:14:02 AM","New York City Police Department","Noise - Park","Loud Music/Party","10033","Closed","The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.","10/24/2020 01:14:08 AM","MANHATTAN","ONLINE","J. Hood Wright Park","MANHATTAN","(40.84547407167203, -73.94048629178738)"
"47958605","10/23/2020 08:00:54 PM","10/23/2020 08:10:43 PM","New York City Police Department","Noise - Park","Loud Talking","11370","Closed","The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.","10/23/2020 08:10:46 PM","QUEENS","ONLINE","Gorman Playground","QUEENS","(40.76144276705305, -73.88433182126218)"
"47958771","10/23/2020 11:43:37 PM","10/24/2020 12:24:23 AM","New York City Police Department","Noise - Park","Loud Music/Party","11375","Closed","The Police Department responded to the complaint and determined that police action was not necessary.","10/24/2020 12:24:33 AM","QUEENS","ONLINE","Yellowstone Park","QUEENS","(40.72627105070567, -73.84845479620932)"
"47958937","10/23/2020 10:20:47 PM","10/23/2020 11:05:11 PM","New York City Police Department","Noise - Park","Loud Talking","11004","Closed","The Police Department responded to the complaint and took action to fix the condition.","10/23/2020 11:05:15 PM","QUEENS","PHONE","Hillside Playground","QUEENS","(40.74174827087708, -73.71386833776103)"
"47958935","10/23/2020 06:50:24 PM","10/23/2020 07:12:25 PM","New York City Police Department","Noise - Park","Loud Music/Party","10039","Closed","The Police Department responded to the complaint and took action to fix the condition.","10/23/2020 07:12:30 PM","MANHATTAN","ONLINE","Jackie Robinson Park","MANHATTAN","(40.82332554323123, -73.94305697510212)"
"47958936","10/23/2020 09:59:41 PM","10/23/2020 10:34:36 PM","New York City Police Department","Noise - Park","Loud Music/Party","10033","Closed","The Police Department responded to the complaint and took action to fix the condition.","10/23/2020 10:34:39 PM","MANHATTAN","ONLINE","J. Hood Wright Park","MANHATTAN","(40.84547407167203, -73.94048629178738)"
"47960089","10/23/2020 11:28:56 PM","10/24/2020 12:11:40 AM","New York City Police Department","Noise - Park","Loud Music/Party","11229","Closed","The Police Department issued a summons in response to the complaint.","10/24/2020 12:11:43 AM","BROOKLYN","ONLINE","Kelly Park Playground","BROOKLYN","(40.603295869003645, -73.95900001409144)"
"47960445","10/23/2020 11:12:48 PM","10/23/2020 11:14:47 PM","New York City Police Department","Noise - Park","Loud Talking","10002","Closed","The Police Department responded to the complaint and took action to fix the condition.","10/23/2020 11:14:44 PM","MANHATTAN","ONLINE","Tanahey Playground","MANHATTAN","(40.710558069021054, -73.99414219423629)"
"47961597","10/23/2020 11:37:21 PM","10/24/2020 12:37:07 AM","New York City Police Department","Noise - Park","Loud Music/Party","11357","Closed","The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.","10/24/2020 12:37:10 AM","QUEENS","ONLINE","Harvey Park","QUEENS","(40.783501890483926, -73.82343404494658)"
"47962644","10/24/2020 12:52:01 AM","10/24/2020 12:55:26 AM","New York City Police Department","Noise - Park","Loud Music/Party","10026","Closed","This complaint does not fall under the Police Department's jurisdiction.","10/24/2020 12:55:41 AM","MANHATTAN","ONLINE","St. Nicholas Park","MANHATTAN","(40.80029610120122, -73.95247480385893)"
"47962885","10/23/2020 07:06:34 AM","10/23/2020 07:57:15 AM","New York City Police Department","Noise - Park","Loud Music/Party","11373","Closed","The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.","10/23/2020 07:57:17 AM","QUEENS","ONLINE","Elmhurst Park","QUEENS","(40.728856860492726, -73.88412138926896)"
"47963749","10/24/2020 11:02:54 PM","10/24/2020 11:22:03 PM","New York City Police Department","Noise - Park","Loud Talking","10002","Closed","The Police Department reviewed your complaint and provided additional information below.","10/24/2020 11:22:06 PM","MANHATTAN","ONLINE","Seward Park","MANHATTAN","(40.7169310334668, -73.98905163765124)"
"47964077","10/24/2020 11:15:12 PM","10/25/2020 12:18:16 AM","New York City Police Department","Noise - Park","Loud Music/Party","11102","Closed","The Police Department responded to the complaint and took action to fix the condition.","10/25/2020 12:18:25 AM","QUEENS","ONLINE","Astoria Park","QUEENS","(40.777312121014575, -73.92279730348663)"
"47964078","10/24/2020 03:20:15 AM","10/24/2020 05:14:01 AM","New York City Police Department","Noise - Park","Loud Music/Party","11370","Closed","The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.","10/24/2020 05:14:06 AM","QUEENS","ONLINE","Gorman Playground","QUEENS","(40.76144276705305, -73.88433182126218)"
